season,competition,total_games,pbp_success_count,pbp_success_pct,shots_success_count,shots_success_pct,both_success_count,both_success_pct,avg_pbp_events_per_game,avg_shots_per_game,avg_fg_pct,generated_at
2024-2025,Unknown,3,3,1.0,3,1.0,3,1.0,629.0,123.0,0.42276422764227645,2025-11-15T07:33:00.739132
